"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"SON-JEL14XMFPHCP-14X-BLCK","","Jewelers Eye Loupe 14X Magnification for Precision Hobby Arts and Craft Projects","","Black","China","","JEL-14X-880","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","6","(1) 14X Eye Loupe","1","0.13","3","JEL-14X-880",""
"MCN-SCNRKFDGWPAB-2OZ-BLCK","","GEAR AID Aquaseal NEO Contact Cement for Neoprene and Wetsuit Repair, 1.5 fl oz","Gear Aid","Black","United States","","MENSC-1-465","","","","","","","","","neoprene cement","2","9","(1) 2 oz Seal Cement Tube","1","0.2","5","14110",""
"SON-HDLHPS-6PC-C-SLVR","","6pc Universal Heavy Duty Leather Hollow Punch Set","Universal Tool","Silver","China","","LP-6-416","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","9","(6) Hollow Punches:* 1/8\""* 5/32\""* 3/16\""* 7/32\""* 1/4\""* 5/16\""","6","0.2","6","LP-6-416",""
"SON-UTCHDF-10-WDN","","Universal Tool 10 Inch Chasing Hammer Dual Face 6oz Jewelry Metalworking Tool","Universal Tool","Wooden","India","","THDH-SSRS","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Wood/Steel","1.5","10","*(1) Dual Head Chasing Hammer","","0.46","3","THDH-SSRS",""
"SON-SMEEBO-83X51-ORNG","","ASR Outdoor Survival Blanket Mylar Extreme Emergency Accessory Orange","","Orange","China","","EMERBLANKET-124","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","mylar","5","12","*(1) ASR Outdoor Survival Emergency Blanket- Orange","","0.24","12","EMERBLANKET-124",""
"SON-HAPDSHPTS-4PC-SML-YLLW","","4pc Hook and Pick Deluxe Swivel Handle Precision Tool Set for Home Improvement","","","","","","","","","","","","","","","2","6.5","","","0.18","4","10253HS",""
"SON-CKK12ITSHSR-12E-SLVR","","Beille 12 Inch Steel Sharpening Rod for Knives Knife Sharpeners Kitchen Gadgets","Universal Tool","Silver","China","","SR12-667","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","4","12","* (1) 12\\\\\\\"" Knife Sharpener","","0.5","4","SR12-667",""
"SON-ESSBL-LG-SLVR","","Emergency Sleeping Bag Mylar Insulated Heat Light Weight 84x36 Inch","ASR Outdoor","Silver","China","","EGSB1","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Mylar","3","9","*(1) Emergency Sleeping Bag","1","0.25","6","EGSB1",""
"SON-HSSADF40IW-STD-WHT","","Hanging Strips Self Adhesive Hook and Loop 40 inch Decor Fastener - White","","White","China","","LDKA_43421-356","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","7","(1) 40"" Hook Roll","1","0.2","4","40v-w",""
"DEL-EXFOLBATHMITT-WHITE","","Universal Home Soothing Exfoliating Bath Mitt Shower Accessory - White","","White","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Nylon","0.01","6.5","(1) Pair of Exfoliating Mitts","","0.05","6","2EXFMITBG2",""
"SON-AOBSFARLTLS-5X5X1-RD","","ASR Outdoor Bike Safety Flashlight and Red LED Flasher 2pc","ASR Outdoor","Red","China","","BLA2122","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","plastic","1","5","*(1) LED Red Safety Flasher Attachment *(1) Bicycle Flashlight and Handle Bar Mount","","0.6","5","BLA2122",""
"SON-15IFSCFNP-15-ORNG","","Heavy Duty Flat Nail Puller Forged Steel Cats Paw Carpenters 15 Inches","Universal Tool","Orange","China","","UTFNP-1-470","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","2","15","*(1) 15 inch Nail Puller","","1.4","2","UTFNP-1-470",""
"SON-SDEPS-4PC","","Double Ended Steel Pick Set with Grooved Grip Metal Working Pottery Craft Tools","Universal Tool","Silver","China","","DESPC-1","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","8","(4) Steel Double Ended Picks","4","0.2","3","DESPC-1",""
"UPD-4PCSTICKERS-BABYYODA-HPNR","","Star Wars ""The Child"" 4 Sheet Sticker Pad, 200+ Stickers","","Multi","","","","Officially Licensed","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stickers","0.1","11","(4) Sticker Sheets","","0.08","8","712404MD",""
"DLT-BIBLEBOOK-280505-2PK-ASST","","Colortivity Bible Fun Coloring Book with Activities for Kids 96pg 2pk Assorted","Colortivity","Multi-colored","United States","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Paper","0.5","10","(2) Colortivity Bible Coloring Books","","0.64","7","COLTBBASST",""
"DLT-LICENSEDMARKER-MINI-PARENT","","Licensed Characters Art Supplies Non-Toxic Mini Felt Marker Set for Kids - 8pc","Peachtree Playthings","","","","","","","","","","","","","","","","","","","","",""
"UPD-AVENGERS-DARTBLASTER-28227AVG","","Marvel Avengers Super Hero Suction Dart Blaster with Targets","Marvel Avengers","Blue","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","12","(1) Dart Blaster(4) Suction Darts(2) Standing Targets","","0.5","8","MAV-DB220",""
"UPD-MINNAILKIT-4PC","","Minnie Mouse BFF Complete Manicure Pediure Girls Fashion Nail Kit - 4pc","Disney","Pink","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","6","6","(1) Bottle Of Purple Nail Polish(1) Glittery Toe Spacer(1) Blue Nail File(1) Bonus Daisy And Minnie Sticker","","0.2","6","4PCMINNAILKIT",""
"DLX-SWIMGOGGLES-PARENT","","Kidplokio Kids Swimming Goggles Childrens Swim Mask and Carry Case (3 Colors)","Kidplokio","","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","5","(1) Pair of Goggles(1) Carry Case","","0.1","2","",""
"DLX-WORKGLOVES-ORG","","Universal Tool One Size Hi-Vis PVC Dot Grip Safety Work Gloves Orange - 1 Pair","Universal Tool","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Polyester","0.25","10","(1) Pair of High Visibility Work Glove","","0.16","6","UTHIVSOGWRKGL",""
"DOY-CERAMIC-WHT-10PK-PARENT","","ToolTreaux White Ceramic Box Cutter Utility Knife Replacement Blades Craft Supplies, 10pk","","White","","","","Ceramic Zirconia","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","","","","","","","","TTCBCUKRB"
"DOY-FLASHLIGHTSPYULTRAVIOLETLEAKS-KIT-2","","UV Spy Pen Invisible Ink Security Marker Blue and UV LED Flashlight","Shomer","Blue","United States","","UVM-BLCMB11-340","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","5.5","*(1) UV Spy Marker (Blue)*(1) LED Spy Flashlight","","0.5","1","UVM-BLCMB11-340",""
"DOY-NORALACE-1200-PARENT","","ASR Tactical TitanLace 1200 Technora Work Boot Lace (Multiple Sizes and Colors)","ASR Tactical","","United States","","","","","","","","","","","1200lb Technora Cord","1","3","(2) Technora Boot Laces","","0.1","1","","ASRTTL1200"
"SON-SAFETYGOGGLES","","Safety Goggles Eye Protection","ASR Tactical","Clear","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","5","5","(1) Safety Goggles Eye Protection","","0.1","5","SGEP-SFTGOG",""
"SON-35EYELOUPE-BLK","","Jewelers Eye Loupe 3.5X Magnification for Precision Hobby Arts and Craft Projects","Universal Tool","Black","China","Diamond","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1.5","1.5","(1) 3.5x Eye Loupe","1","0.1","1.5","UHJEL35",""
"HWK-MYLAR-BLANKET","","ASR Outdoor First Aid Bug Out Emergency Light Mylar Foil Space Blanket","ASR Outdoor","Yellow","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Mylar","0.01","83.5","(1) Mylar Blanket","","0.12","52","EMFAB",""
"HWK-NYTOOLBAG-AB74-16","","ToolTreaux Nylon Storage Tool Bag with Side Pockets and Shoulder Strap 15 x 9 In","ToolTreaux","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Nylon","10","15","(1) ToolTreaux Nylon Tool Bag","","1.75","9","NYTTBBLK15",""
"SON-JEWELLOUPE-10XP","SON-JEWELLOUPE-PLASTIC-PARENT","Universal Tool 10X Plastic Jewelers Loupe 25mm Diameter Glass Lens Magnifier","Universal Tool","Black","India","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","1","(1) 10X Jewelers Loupe","","0.08","1.5","UT10XJLPL",""
"HWK-NYTOOLBAG-AB77","","ToolTreaux Heavy Duty Tool Bag with Side Pockets Shoulder Strap 18 x 8.5 In","ToolTreaux","Green","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Nylon","11","18","(1) ToolTreaux Nylon Tool Bag","","3.75","8.5","NYTTBGRN18",""
