"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"UNV-TCFPKCB-BUN-2PC-3PK-12B15-CLR-6PK","","(6 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch","","","","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","","","","","","","",""
"UNV-UAGBCK-BUN-2PC-SML-BRSS","","(2 Pack) Universal Antique Grandfather Brass Clock Key","Clock","Brass","China","Master Clock","","Keys, Winders","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Brass","1","2","*(1) 5 Way Brass Clock Key (Odd)
*(1) 5 Way Brass Clock Key (Even)","","0.22","2","5WCK-23",""
"UNV-UAGBCK-BUN-2PC-SML-BRSS-2","","(2 Pack) Universal Antique Grandfather Brass Clock Key Even and Odd","","Brass","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Brass","1","2","*(1) 5 Way Brass Clock Key (Odd)*(1) 5 Way Brass Clock Key (Even)","","0.01","2","WCK-2PE",""
"UNV-UHAOUKK-BUN-6PK-S-ASSRTD","","6 Pack Utility Knives Home and Office Razor Blades","Universal Tool","Assorted","China","","UK-687-724","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","9","* (6) Utility Knives","","0.55","7","UK-687-724",""
"UNV-URCHCTFTW6EB-BUN-4PK-8","","Unisex Razor Comb Home Hair Cut Thinning Feathering Trimming 6 Extra Blades 4pk","Universal Tool","Multi","China","","FC1003","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.25","10","(4) Razor Combs
(24) Bonus Blades","","0.48","3","FC1003",""
"UNV-UTILITYKNIFEBOXCUTTER","","12 Pack Universal Home and Office Utility Knife Box Knives","Universal Tool","Multi-Color","China","","UK-687-12-442","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","9","*(12) Utility Knives","","0.5","7","UK-687-12-442",""
"UPD-ACCESSBACKPACK-ENCANTO-BUN","","Disney Encanto 10pc Girls Hair Accessory Backpack Dress Up Bows Girls 3 and Up","","Purple","","","","Officially Licensed","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","7","6","(1) Hair Accessory Backpack","","0.22","2.25","DENC10PCHBS",""
"UPD-CANTEEN-FROZEN-BUN","","Frozen II Girls Canteen Water Bottle Anna Elsa Pop Up Lid with Shoulder Strap","","Blue","","","","Officially Licensed","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","3","6.25","(1) Canteen Water Bottle","","0.16","3","DFRZCANWB12",""
"UPD-CHRBP-BACKPACK-PARENT","","Kids Characters School Backpack Officially Licenesed with Adjustable Straps","","","","","","Officially Licensed","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","Unisex Kids","Polyester","","","(1) Kids Character Backpack","","","","",""
"UPD-DLX-JUMP-ROPE-PARENT","","Girls Deluxe Jump Rope Molded Handles 7 Feet Promotes Exercise","","","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","","","","","","","",""
"UPD-DODROID-SW14231-BUN","","Star Wars Bump N Go D-O with Authentic Voice Kids Plush Toy Action Figure Doll","","White","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plush","6","9","(1) Star Wars Bump n Go D-O","","1","8","SWDODRD1",""
"UPD-FLEECEBLANK-PARENT","","Disney Characters Fleece Throw Blanket 45 x 60 Inch Home Decor (4 Styles)","","","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","100% Polyester","0.25","60","(1) Disney Fleece Throw Blanket","","0.76","45","",""
"UPD-HEADWRAP-11496435-PRINCESS","","Disney Princess Purple Glitter Elastic Hair Band Headband Hair Bow for Girls Fashion Accessory","Disney","Purple","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Nylon","1","5","(1) Disney Princess Headwrap","","0.04","4","11496435",""
"UPD-HELI-IRBALL-SW-PARENT","","Star Wars UFO Ball Helicopter Mandalorian Yoda Stormtrooper Kids Toy Mini Copter","","","","","","Officially Licensed","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","3","10.75","(1) Star Wars Helicopter Toy","","0.35","6.3","SWCOPTBOB1","HELIIRSWBALL"
"UPD-HPARTBP-48571MZ-BUN","","Harry Potter School Supplies 9.5 Inch Gryffindor Kids Mini Backpack with Art Kit","","Yellow","China","Travel Backpack","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","Unisex Kids","Polyester","2.5","9.5","(1) Harry Potter Backpack","","0.5","8.5","HPARTBB8",""
"UPD-INCRED-2-PENCIL-6PK","","Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack","Disney Co.","Red","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Wood","0.1","7.5","(6) Pencils","","0.1","0.1","SDF9VD-2PIC2",""
"UPD-INCREDIBLES-LIP-GLOSS-TIN-IN0001SA","","Disney Incredibles Family Superhero Collectible Lip Gloss Tin Set of 3","Disney","Red","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Tin","1.5","4.5","(3) Lip Glosses(1) Carrying Tin","","0.3","3","INCREDLGT",""
"UPD-JOJOSIWA-BANDANA","","Nickelodeon Girls Jojo Siwa Comfortable Breathable Bandana Face Cover Protection","Nickelodeon","Blue/Red","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","Unisex","Polyester","1","6","(1) JoJo Siwa Bandana","","0.2","3","JOBAN",""
"UPD-PULLTOPBTTL-FROZEN-BUN","UPD-PULLTOPBTTL-PARENT","Frozen II 16oz Pull Top Water Bottle Kids Canteen Girls Hydration Ages 3 and Up","","Frozen","","","","Officially Licensed","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","BPA Free Plastic","7","2.5","(1) 16oz Water Bottle","","0.2","2","ZDFRZ16WB","UPDPTBKOLC"
"UPD-SPACEJAMHAT-SCBH0005UP","","Space Jam 2 A New Legacy Adjustable Baseball Cap for Kids and Adults Boys Hat","","Orange","China","hat","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","Men","Polyester","5","9","(1) Space Jam Hat","","0.1","8","SPJ2KBH1",""
"UPD-SSB-4PC-SML-PNK","","4pc Shopkins Stretchy Silicone Bracelets Gift Set D'Lish Donut Apple Blossom","KidPlay Products","Pink","China","","MTSSBS","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Silicone","1","4","*(4) Shopkins Silicone Stretch Bracelets","","0.1","6","MTSSBS",""
"VECTRAN-600LB-CORD-NATRL-PARENT","","Braided Vectran Survival Sport Tactical Cord 600lb Breaking Strength","","Natural","United States","","BVC-V","","","","","","","","","","3","6","(1) Braided Vectran Cord (Your Choice of Size)","","0.25","2","48161",""
"WTB-XMAS-NEW-2022-COZY-BLANKET","","ASR Outdoor Ultrasoft Southwest Navajo Fleece Throw Blanket, 60x80 (Many Colors)","ASR Outdoor","","India","","","","Camping","Southwest Navajo","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Fleece","0.5","80","(1) ASR Outdoor Southwest Blanket","","1.9","60","","ASROSWNFTB"
"XGI-CARCARRIER-BLK","","Kids Racing Game Play Mat Diecast Metal Toy Car Carrier Playset 11pc","","Black","","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Plastic","4","18","","","1.48","6.5","TTXG11PCBLK",""
"XGI-URBANPLAYMAT-POLICE-KP-IH","XGI-URBANPLAYMAT-KP-IH-PARENT","Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue, Boys Ages 3+","Kidplokio","Police Station","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Polyester","16","11","(1) City Play Mat(2) Police Themed Toy Vehicles(5) Traffic Sign Play Accessories","","1.02","3","KP-RLUT-P21",""
"LST-TTAHW6CRC-7PC-MED-BL-BUN","","Kidplokio 7pc Blue Semi Truck Toy Car Carrier Diecast Playset for Boys 3 and Up","","","","","","","","","","","","","","","","","","","","","",""
"4SN-GOBLETWATERGLASSES-6PK","4SN-BLE-GOBLETWATERGLASSES-PARENT","Beille Set of 6 Clear Classic Goblet Water Glasses Home Decor Glassware, 7.43oz","","Clear","","","","Set of 6","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Glass","3","6.25","(6) Stemmed Water Glasses","","3.24","3.25","REPJ5S4K",""
"26C-BLE-WHEAT-SPOONLADLESET-3PC-BUN","","Beille 3pc Wheat Straw Spoons and Ladle Set Cooking Baking Kitchen Utensils, Cream","","Cream","","","","Wheat Straw Material","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Wheat Straw","3","13","(1) 3pc Kitchen Utensils Set","","0.42","3","CWM76RP1",""
"SON-ASRO-CAMPINGLANTERNSET-3PC","","ASR Outdoor 3pc Collapsible Lantern Set Hiking Camping Gear Outdoor Lights","","Multi","","","","Collapsible Design","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","7.5","11","(2) Small Camping Lanterns(1) Large Camping Lantern","","1.6","4","HTLPCS6V",""
"SON-ZIPPERPULLCOMPASS-BLK-2PK","","ASR Outdoor Black Zipper Pull Mini Pocket Compass Survival Gear, 2pk","","Black","","","","Liquid Filled","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.25","3.5","(2) Zipper Pull Compasses","","0.02","1","WE0SKNBU",""
"SON-ASRO-PORTABLETOILETSEAT-BLK","","ASR Outdoor Portable Toilet Seat with Lid Compatible with 5 Gallon Bucket, Blk","","Black","","","","Compatible with 5 Gallon Bucket","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1.5","14.5","(1) Plastic Toilet Seat with Lid","","1.04","13.5","YXC70FZJ",""
"26C-BLE-BEECHWOODUTENSILS-PARENT","","Beille Beech Wood and Silicone Kitchen Utensils Cooking Baking Supplies Home Essentials, Light Grey","","","China","Spoon","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Silicone","0.5","13.5","","","0.2","3.5","BEIL-4PCSPNGRY",""
"26C-COOKTOOLS-PARENT-GREY","","Beille Spoons Spatula Kitchen Utensils Set High Heat Resistance Spoon Ladle Spatula","","","China","Spoon","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Wheat Straw","5","13","","","0.6","3","BEIL-4PCSPNGRY","BLECKTLS"
"4SN-BLE-LOTUSWOODROLLINGPINS-PARENT","","Beille Classic Bakers Solid Lotus Wood Rolling Pin for Pie Crust Pizza Dough Cookies Kitchen Essentials (2 Sizes)","","Brown","China","","","Kitchen Tools","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Wood","2","15.25","","","0.5","2","BEI4PCKIUS",""
"4SN-BLE-SSOAKWOODROLLINGPIN-PARENT","","Beille Oak Wood Stainless Steel Barrel Classic Bakers Rolling Pin Baking Supplies Kitchen Essentials (2 Sizes)","","Silver","China","","","Kitchen Tools","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","","","","","","","BEI4PCKIUS",""
"KOL-BIKE-LOCK-GR242-GRN","","ASR Outdoor Green Self Coiling Bike Lock 2 Keys Bicycle Cable Lock 6 Feet Long","ASR Outdoor","Green","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","1","10","(1) Bike Lock(2) Keys","","0.2","7.25","CBLWTKGRN",""
"SON-ASRO-PLASTICSTAKES-ORG-PARENT","","ASR Outdoor Orange Heavy Duty ABS Plastic Tent Stakes Ground Anchor Camping Essentials (2 Sizes)","","Orange","China","","M26GIJX6","","","","","","","","","","","","","","","","TNT-STAKE",""
"EVR-ASRO-LAPTOPBACKPACK-GREY","","ASR Outdoor 18.5 Inch Travel Backpack with Laptop Sleeve School Supplies, Grey","","Grey","","","","ASR Outdoor","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Polyester","3.5","18.5","(1) Laptop Backpack","","1.26","12.5","37395750",""
"26C-LBLH-ACACIAWOODENUTENSILS-PARENT","","Labrea Life + Home Solid Acacia Wooden Kitchen Utensils Home Essentials (Assorted Styles and Packs)","","","China","Kitchen Utensils","","","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Acacia Wood","0.5","12","","","0.1","3","BEIL-4PCSPNGRY",""
"HWK-ASRO-SLEDGEHAMMER-10IN","","ASR Outdoor 1lb Steel Sledge Hammer with Non Slip Rubber Grip, 10 Inch","","Black","","","","10 Inch Compact Size","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","1.25","10","(1) Sledge Hammer","","1.36","3","KL9Z23GE",""
"LST-KPL-FASTLANE-PARENT-PZ-AMZ","","","","","","","","","","","","","","","","","","","","","","","",""
"LST-KPL-DINOTRUCKCARCARRIER-PARENT","","Kidplokio 3 in 1 Ultimate T Rex Diecast Cars Transporter Truck Toy (2 Colors)","","Assorted","","","","","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","7","13","(1) 3 in 1 Dino Truck Carrier","","1.8","4.5","KPDT789PAR",""
"SON-COLLAPBACKPACK-BLK","","ASR Outdoor Black Water Resistant Collapsible Backpack Camping Hiking Travel Bag","","Black","","","","Travel Backpack","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Water-resistant","5.5","15.75","(1) ASR Outdoor Collapsible Backpack","","0.34","11","ASROBLKCOBP10",""
"LST-CONSTRUCTION-KPL-PARENT","","Kidplokio Assorted Truck Toys with Action Figures Lights Sounds Playset, Ages 3 and Up (3 Styles)","","Assorted","","","","","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","8.25","15","(1) Kidplokio Transporter Truck Toy Set","","2.2","6.25","KPLFTRCK1",""
"UPD-PULLTOPBTTL-FROZEN-3PK-AMZ","","Disney Frozen II 4pc Water Bottles and Sticker Sheet Back to School Bundle Gift Set for Girls","","Blue","China","","","","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","7.5","2.75","","","0.1","2.75","FRZPS651",""
"26C-BLE-COCONUTDISHSPONGES-PARENT","","Beille Non Scratch Coconut Plant Based Dish Sponge Kitchen Essentials Cleaning Supplies (2 Styles)","","","","","","Kitchen Sponge","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plant-based","","","(2) Sponges","","","","",""
"UPD-BARBIKE-DVX559796-AMZ-HPN","LST-DOLLBIKE-PARENT","Barbie Bicycle Cruiser Pretend Play Set Flower Basket Helmet Girls Toys Ages 3+","","Pink","China","Doll Playset","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","10","9","(1) Barbie Bike","","0.4","3","DVX559796",""
"UPD-LIPBALM-TIN-HK1238GG","","Hello Kitty Plant Based 4pk Lip Balm with Tin","","","","","","","","","","","","","","","","","","","0.3","","HK1238GG",""
"UPD-HKLUNCHBAG-B24HK60435-BUN","","Hello Kitty 9 Inch Rectangle Lunch Bag School Tote Bag for Girls Age 3 and Up","","","","","","","","","","","","","","","","","","","","","B24HK60435",""
"UPD-HKLIPGLOSS-HK1236GG-BUN","","Hello Kitty Lip Gloss Compact for Girls","","","","","","","","","","","","","","","","","","","","","HK1236GG",""
"UPD-HKBPACK-2PC-BUN","","Hello Kitty 2pc Mini Backpack and Lunch Box Set School Bags for Girls 3 and Up","","Pink","","","","Officially Licensed","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","3","11","(1) 2pc Hello Kitty Backpack and Lunch Box Bundle","","0.8","11","HKBP10PCBN",""
